wkt_geom,latitude,longitude,NOMGEO,NOM_ENT,acq_date_mex,SATELITE
POINT (-104.25066 22.53987),22.53987,-104.25066,Valparaíso,Zacatecas,2025-02-03 02:24:00,Sin Info
POINT (-104.25486 22.54045),22.54045,-104.25486,Valparaíso,Zacatecas,2025-02-03 02:24:00,Sin Info
POINT (-104.89039 22.79113),22.79113,-104.89039,Mezquital,Durango,2025-02-03 02:24:00,Sin Info
POINT (-104.88961 22.79471),22.79471,-104.88961,Mezquital,Durango,2025-02-03 02:24:00,Sin Info
POINT (-104.88674 22.79251),22.79251,-104.88674,Mezquital,Durango,2025-02-03 13:36:00,Sin Info
POINT (-104.8828 22.79531),22.79531,-104.8828,Mezquital,Durango,2025-02-03 13:36:00,Sin Info
POINT (-104.2451 22.52875),22.52875,-104.2451,Valparaíso,Zacatecas,2025-02-03 13:36:00,Sin Info
POINT (-106.15314 24.18224),24.18224,-106.15314,San Ignacio,Sinaloa,2025-02-03 13:37:00,Sin Info
POINT (-106.15933 24.18618),24.18618,-106.15933,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-106.1525 24.18018),24.18018,-106.1525,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-106.19032 24.24834),24.24834,-106.19032,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-106.15455 24.18575),24.18575,-106.15455,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-106.1506 24.18539),24.18539,-106.1506,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-103.39856 25.48982),25.48982,-103.39856,Torreón,Coahuila de Zaragoza,2025-02-04 02:04:00,Sin Info
POINT (-103.45123 24.37847),24.37847,-103.45123,Santa Clara,Durango,2025-02-04 02:04:00,Sin Info
POINT (-106.15916 24.19155),24.19155,-106.15916,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-106.15423 24.1911),24.1911,-106.15423,San Ignacio,Sinaloa,2025-02-04 02:04:00,Sin Info
POINT (-104.25826 22.5419),22.5419,-104.25826,Valparaíso,Zacatecas,2025-02-04 02:05:00,Sin Info
POINT (-104.24611 22.52652),22.52652,-104.24611,Valparaíso,Zacatecas,2025-02-04 02:05:00,Sin Info
POINT (-106.56567 25.12715),25.12715,-106.56567,Canelas,Durango,2025-02-04 13:18:00,Sin Info
POINT (-104.61008 24.95702),24.95702,-104.61008,Coneto de Comonfort,Durango,2025-02-04 13:18:00,Sin Info
POINT (-104.60809 24.95821),24.95821,-104.60809,Coneto de Comonfort,Durango,2025-02-04 13:18:00,Sin Info
POINT (-106.1459 24.18534),24.18534,-106.1459,San Ignacio,Sinaloa,2025-02-04 13:18:00,Sin Info
POINT (-106.14782 24.17804),24.17804,-106.14782,San Ignacio,Sinaloa,2025-02-04 13:18:00,Sin Info
POINT (-106.56614 25.1273),25.1273,-106.56614,Canelas,Durango,2025-02-04 13:18:00,Sin Info
POINT (-103.57925 24.26678),24.26678,-103.57925,Santa Clara,Durango,2025-02-04 14:58:00,Sin Info
POINT (-106.14465 24.18183),24.18183,-106.14465,San Ignacio,Sinaloa,2025-02-04 14:59:00,Sin Info
POINT (-106.15937 24.18671),24.18671,-106.15937,San Ignacio,Sinaloa,2025-02-04 14:59:00,Sin Info
POINT (-106.16762 24.22234),24.22234,-106.16762,San Ignacio,Sinaloa,2025-02-04 14:59:00,Sin Info
POINT (-106.15103 24.17527),24.17527,-106.15103,San Ignacio,Sinaloa,2025-02-04 14:59:00,Sin Info
POINT (-103.23591 25.78598),25.78598,-103.23591,Francisco I. Madero,Coahuila de Zaragoza,2025-02-04 14:59:00,Sin Info
POINT (-103.23695 25.78151),25.78151,-103.23695,Francisco I. Madero,Coahuila de Zaragoza,2025-02-04 14:59:00,Sin Info
POINT (-103.58095 24.26574),24.26574,-103.58095,Santa Clara,Durango,2025-02-04 14:59:00,Sin Info
POINT (-106.14001 24.18219),24.18219,-106.14001,San Ignacio,Sinaloa,2025-02-04 14:59:00,Sin Info
POINT (-106.15792 24.191),24.191,-106.15792,San Ignacio,Sinaloa,2025-02-05 01:45:00,Sin Info
POINT (-106.15936 24.1932),24.1932,-106.15936,San Ignacio,Sinaloa,2025-02-05 01:45:00,Sin Info
POINT (-103.39893 25.48841),25.48841,-103.39893,Torreón,Coahuila de Zaragoza,2025-02-05 03:25:00,Sin Info
POINT (-106.15663 24.19282),24.19282,-106.15663,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14777 24.18501),24.18501,-106.14777,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14359 24.18405),24.18405,-106.14359,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14703 24.17906),24.17906,-106.14703,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-105.20367 23.86272),23.86272,-105.20367,Durango,Durango,2025-02-05 03:26:00,Sin Info
POINT (-106.15756 24.19259),24.19259,-106.15756,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.15451 24.19188),24.19188,-106.15451,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.15134 24.19114),24.19114,-106.15134,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14881 24.18474),24.18474,-106.14881,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14458 24.18375),24.18375,-106.14458,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.14817 24.17879),24.17879,-106.14817,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-106.15355 24.19212),24.19212,-106.15355,San Ignacio,Sinaloa,2025-02-05 03:26:00,Sin Info
POINT (-104.24873 22.52517),22.52517,-104.24873,Valparaíso,Zacatecas,2025-02-05 14:39:00,Sin Info
POINT (-106.15977 24.18799),24.18799,-106.15977,San Ignacio,Sinaloa,2025-02-05 14:40:00,Sin Info
POINT (-104.06168 24.33296),24.33296,-104.06168,Guadalupe Victoria,Durango,2025-02-05 14:40:00,Sin Info
POINT (-104.08427 24.00152),24.00152,-104.08427,Poanas,Durango,2025-02-05 14:40:00,Sin Info
POINT (-106.15762 24.1966),24.1966,-106.15762,San Ignacio,Sinaloa,2025-02-06 03:07:00,Sin Info
POINT (-106.16209 24.1932),24.1932,-106.16209,San Ignacio,Sinaloa,2025-02-06 03:07:00,Sin Info
POINT (-106.15854 24.1925),24.1925,-106.15854,San Ignacio,Sinaloa,2025-02-06 03:07:00,Sin Info
POINT (-106.1489 24.17775),24.17775,-106.1489,San Ignacio,Sinaloa,2025-02-06 03:07:00,Sin Info
POINT (-104.25518 22.52898),22.52898,-104.25518,Valparaíso,Zacatecas,2025-02-06 03:07:00,Sin Info
POINT (-105.06802 22.6915),22.6915,-105.06802,Huajicori,Nayarit,2025-02-06 03:07:00,Sin Info
POINT (-105.06915 22.68701),22.68701,-105.06915,Huajicori,Nayarit,2025-02-06 03:07:00,Sin Info
POINT (-105.07096 22.68872),22.68872,-105.07096,Huajicori,Nayarit,2025-02-06 14:20:00,Sin Info
POINT (-105.07037 22.6852),22.6852,-105.07037,Huajicori,Nayarit,2025-02-06 14:20:00,Sin Info
POINT (-104.52985 24.07787),24.07787,-104.52985,Durango,Durango,2025-02-06 14:21:00,Sin Info
POINT (-105.62715 24.02014),24.02014,-105.62715,San Dimas,Durango,2025-02-06 14:21:00,Sin Info
POINT (-106.14875 24.17291),24.17291,-106.14875,San Ignacio,Sinaloa,2025-02-06 14:21:00,Sin Info
POINT (-106.14227 24.1808),24.1808,-106.14227,San Ignacio,Sinaloa,2025-02-06 14:21:00,Sin Info
POINT (-104.97224 24.85127),24.85127,-104.97224,Nuevo Ideal,Durango,2025-02-06 14:21:00,Sin Info
POINT (-107.16557 25.16125),25.16125,-107.16557,Culiacán,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-105.96835 24.32085),24.32085,-105.96835,San Dimas,Durango,2025-02-07 02:48:00,Sin Info
POINT (-106.16163 24.19228),24.19228,-106.16163,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14394 24.18249),24.18249,-106.14394,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14008 24.18185),24.18185,-106.14008,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14054 24.1785),24.1785,-106.14054,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14934 24.17309),24.17309,-106.14934,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14544 24.17245),24.17245,-106.14544,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14985 24.16975),24.16975,-106.14985,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-106.14598 24.1691),24.1691,-106.14598,San Ignacio,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-105.42704 23.9911),23.9911,-105.42704,Durango,Durango,2025-02-07 02:48:00,Sin Info
POINT (-103.40036 25.48931),25.48931,-103.40036,Torreón,Coahuila de Zaragoza,2025-02-07 02:48:00,Sin Info
POINT (-103.39571 25.48847),25.48847,-103.39571,Torreón,Coahuila de Zaragoza,2025-02-07 02:48:00,Sin Info
POINT (-107.16495 25.16454),25.16454,-107.16495,Culiacán,Sinaloa,2025-02-07 02:48:00,Sin Info
POINT (-104.56973 22.79768),22.79768,-104.56973,Mezquital,Durango,2025-02-07 02:49:00,Sin Info
POINT (-105.06734 22.69618),22.69618,-105.06734,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-105.07307 22.69),22.69,-105.07307,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-105.06882 22.68926),22.68926,-105.06882,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-105.06454 22.68851),22.68851,-105.06454,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-105.07376 22.68653),22.68653,-105.07376,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-105.0695 22.68579),22.68579,-105.0695,Huajicori,Nayarit,2025-02-07 02:49:00,Sin Info
POINT (-103.36244 25.62845),25.62845,-103.36244,Matamoros,Coahuila de Zaragoza,2025-02-07 14:02:00,Sin Info
POINT (-106.7573 25.27779),25.27779,-106.7573,Topia,Durango,2025-02-07 14:02:00,Sin Info
POINT (-103.36375 25.83529),25.83529,-103.36375,Gómez Palacio,Durango,2025-02-07 14:02:00,Sin Info
POINT (-105.07103 22.68989),22.68989,-105.07103,Huajicori,Nayarit,2025-02-07 14:02:00,Sin Info
POINT (-105.0749 22.68925),22.68925,-105.0749,Huajicori,Nayarit,2025-02-07 14:02:00,Sin Info
POINT (-105.07552 22.69262),22.69262,-105.07552,Huajicori,Nayarit,2025-02-07 14:02:00,Sin Info
POINT (-104.57048 22.7918),22.7918,-104.57048,Mezquital,Durango,2025-02-07 14:02:00,Sin Info
POINT (-106.14437 24.16739),24.16739,-106.14437,San Ignacio,Sinaloa,2025-02-07 14:02:00,Sin Info
POINT (-106.14851 24.16669),24.16669,-106.14851,San Ignacio,Sinaloa,2025-02-07 14:02:00,Sin Info
POINT (-106.13737 24.17923),24.17923,-106.13737,San Ignacio,Sinaloa,2025-02-07 14:02:00,Sin Info
POINT (-106.14152 24.17853),24.17853,-106.14152,San Ignacio,Sinaloa,2025-02-07 14:02:00,Sin Info
POINT (-106.14184 24.18202),24.18202,-106.14184,San Ignacio,Sinaloa,2025-02-07 14:02:00,Sin Info
POINT (-106.1411 24.17819),24.17819,-106.1411,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-106.13668 24.17759),24.17759,-106.13668,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-106.13768 24.17404),24.17404,-106.13768,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-106.14211 24.17464),24.17464,-106.14211,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-106.14839 24.16812),24.16812,-106.14839,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-105.19929 23.86936),23.86936,-105.19929,Durango,Durango,2025-02-08 02:29:00,Sin Info
POINT (-107.16428 25.16323),25.16323,-107.16428,Culiacán,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-107.17023 25.1679),25.1679,-107.17023,Culiacán,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-106.50739 25.22936),25.22936,-106.50739,Topia,Durango,2025-02-08 02:29:00,Sin Info
POINT (-106.75552 25.27733),25.27733,-106.75552,Topia,Durango,2025-02-08 02:29:00,Sin Info
POINT (-103.39893 25.48818),25.48818,-103.39893,Torreón,Coahuila de Zaragoza,2025-02-08 02:29:00,Sin Info
POINT (-106.13999 24.18172),24.18172,-106.13999,San Ignacio,Sinaloa,2025-02-08 02:29:00,Sin Info
POINT (-104.255 22.52735),22.52735,-104.255,Valparaíso,Zacatecas,2025-02-08 02:30:00,Sin Info
POINT (-105.06973 22.69391),22.69391,-105.06973,Huajicori,Nayarit,2025-02-08 02:30:00,Sin Info
POINT (-105.07365 22.69447),22.69447,-105.07365,Huajicori,Nayarit,2025-02-08 02:30:00,Sin Info
POINT (-104.99455 22.95221),22.95221,-104.99455,Mezquital,Durango,2025-02-08 02:30:00,Sin Info
POINT (-105.31166 23.85088),23.85088,-105.31166,Pueblo Nuevo,Durango,2025-02-08 02:30:00,Sin Info
POINT (-105.19868 23.86664),23.86664,-105.19868,Durango,Durango,2025-02-08 02:30:00,Sin Info
POINT (-104.08767 24.01783),24.01783,-104.08767,Poanas,Durango,2025-02-08 13:43:00,Sin Info
POINT (-105.07284 22.69503),22.69503,-105.07284,Huajicori,Nayarit,2025-02-08 13:43:00,Sin Info
POINT (-104.25489 22.52666),22.52666,-104.25489,Valparaíso,Zacatecas,2025-02-08 13:43:00,Sin Info
POINT (-104.25066 22.52747),22.52747,-104.25066,Valparaíso,Zacatecas,2025-02-08 13:43:00,Sin Info
POINT (-105.66956 24.78429),24.78429,-105.66956,Otáez,Durango,2025-02-08 13:43:00,Sin Info
POINT (-103.32922 25.43983),25.43983,-103.32922,Matamoros,Coahuila de Zaragoza,2025-02-08 13:43:00,Sin Info
POINT (-103.64875 26.02609),26.02609,-103.64875,Tlahualilo,Durango,2025-02-08 13:44:00,Sin Info
POINT (-103.39735 25.48822),25.48822,-103.39735,Torreón,Coahuila de Zaragoza,2025-02-09 02:10:00,Sin Info
POINT (-104.25766 22.53315),22.53315,-104.25766,Valparaíso,Zacatecas,2025-02-09 02:11:00,Sin Info
POINT (-104.25874 22.52905),22.52905,-104.25874,Valparaíso,Zacatecas,2025-02-09 02:11:00,Sin Info
POINT (-105.07996 22.6946),22.6946,-105.07996,Huajicori,Nayarit,2025-02-09 02:11:00,Sin Info
POINT (-105.07047 22.69797),22.69797,-105.07047,Huajicori,Nayarit,2025-02-09 02:11:00,Sin Info
POINT (-105.07494 22.69849),22.69849,-105.07494,Huajicori,Nayarit,2025-02-09 02:11:00,Sin Info
POINT (-104.56949 22.79026),22.79026,-104.56949,Mezquital,Durango,2025-02-09 02:11:00,Sin Info
POINT (-104.57117 22.78967),22.78967,-104.57117,Mezquital,Durango,2025-02-09 02:11:00,Sin Info
POINT (-105.34638 23.79986),23.79986,-105.34638,Pueblo Nuevo,Durango,2025-02-09 02:11:00,Sin Info
POINT (-105.35139 23.92114),23.92114,-105.35139,Durango,Durango,2025-02-09 02:11:00,Sin Info
POINT (-106.14318 24.17079),24.17079,-106.14318,San Ignacio,Sinaloa,2025-02-09 02:11:00,Sin Info
POINT (-106.1376 24.16972),24.16972,-106.1376,San Ignacio,Sinaloa,2025-02-09 13:24:00,Sin Info
POINT (-106.1388 24.16586),24.16586,-106.1388,San Ignacio,Sinaloa,2025-02-09 13:24:00,Sin Info
POINT (-104.56641 23.97263),23.97263,-104.56641,Durango,Durango,2025-02-09 13:24:00,Sin Info
POINT (-104.5631 23.97156),23.97156,-104.5631,Durango,Durango,2025-02-09 13:24:00,Sin Info
POINT (-103.40488 25.89071),25.89071,-103.40488,Tlahualilo,Durango,2025-02-09 13:25:00,Sin Info
POINT (-106.13631 24.16698),24.16698,-106.13631,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.13734 24.15862),24.15862,-106.13734,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.13381 24.16547),24.16547,-106.13381,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.13821 24.16519),24.16519,-106.13821,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.1415 24.16662),24.16662,-106.1415,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.13136 24.1607),24.1607,-106.13136,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-106.13565 24.1604),24.1604,-106.13565,San Ignacio,Sinaloa,2025-02-09 15:05:00,Sin Info
POINT (-103.40031 25.49285),25.49285,-103.40031,Torreón,Coahuila de Zaragoza,2025-02-10 01:51:00,Sin Info
POINT (-103.40078 25.48801),25.48801,-103.40078,Torreón,Coahuila de Zaragoza,2025-02-10 01:51:00,Sin Info
POINT (-104.53793 23.9649),23.9649,-104.53793,Durango,Durango,2025-02-10 01:52:00,Sin Info
POINT (-105.07432 22.687),22.687,-105.07432,Huajicori,Nayarit,2025-02-10 01:52:00,Sin Info
POINT (-105.07357 22.68396),22.68396,-105.07357,Huajicori,Nayarit,2025-02-10 01:52:00,Sin Info
POINT (-105.07799 22.68431),22.68431,-105.07799,Huajicori,Nayarit,2025-02-10 01:52:00,Sin Info
POINT (-106.13471 24.16568),24.16568,-106.13471,San Ignacio,Sinaloa,2025-02-10 03:32:00,Sin Info
POINT (-106.13126 24.16484),24.16484,-106.13126,San Ignacio,Sinaloa,2025-02-10 03:32:00,Sin Info
POINT (-105.07741 22.6976),22.6976,-105.07741,Huajicori,Nayarit,2025-02-10 03:32:00,Sin Info
POINT (-104.54041 23.96775),23.96775,-104.54041,Durango,Durango,2025-02-10 03:32:00,Sin Info
POINT (-103.40202 25.48765),25.48765,-103.40202,Torreón,Coahuila de Zaragoza,2025-02-10 03:32:00,Sin Info
POINT (-106.13564 24.16739),24.16739,-106.13564,San Ignacio,Sinaloa,2025-02-10 03:32:00,Sin Info
POINT (-106.13222 24.16654),24.16654,-106.13222,San Ignacio,Sinaloa,2025-02-10 03:32:00,Sin Info
POINT (-105.08344 24.83232),24.83232,-105.08344,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07977 24.83263),24.83263,-105.07977,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07611 24.83295),24.83295,-105.07611,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.0688 24.83357),24.83357,-105.0688,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.08614 24.83345),24.83345,-105.08614,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07883 24.83412),24.83412,-105.07883,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07517 24.83446),24.83446,-105.07517,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.06786 24.83514),24.83514,-105.06786,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.08199 24.82846),24.82846,-105.08199,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07833 24.8288),24.8288,-105.07833,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07467 24.82914),24.82914,-105.07467,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07102 24.82947),24.82947,-105.07102,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-106.12612 24.16614),24.16614,-106.12612,San Ignacio,Sinaloa,2025-02-10 14:46:00,Sin Info
POINT (-105.08019 24.99239),24.99239,-105.08019,Nuevo Ideal,Durango,2025-02-10 14:46:00,Sin Info
POINT (-103.69035 25.47189),25.47189,-103.69035,Lerdo,Durango,2025-02-10 14:46:00,Sin Info
POINT (-105.07515 22.7007),22.7007,-105.07515,Huajicori,Nayarit,2025-02-11 03:14:00,Sin Info
POINT (-105.08276 22.69711),22.69711,-105.08276,Huajicori,Nayarit,2025-02-11 03:14:00,Sin Info
POINT (-105.0799 22.69649),22.69649,-105.0799,Huajicori,Nayarit,2025-02-11 03:14:00,Sin Info
POINT (-105.07823 22.70136),22.70136,-105.07823,Huajicori,Nayarit,2025-02-11 03:14:00,Sin Info
POINT (-104.92688 22.599),22.599,-104.92688,Mezquital,Durango,2025-02-11 14:27:00,Sin Info
POINT (-104.92616 22.59516),22.59516,-104.92616,Mezquital,Durango,2025-02-11 14:27:00,Sin Info
POINT (-104.72174 24.38127),24.38127,-104.72174,Canatlán,Durango,2025-02-11 14:27:00,Sin Info
POINT (-103.63576 24.11716),24.11716,-103.63576,Cuencamé,Durango,2025-02-11 14:27:00,Sin Info
POINT (-105.29378 23.04529),23.04529,-105.29378,Pueblo Nuevo,Durango,2025-02-11 14:27:00,Sin Info
POINT (-105.28901 23.04588),23.04588,-105.28901,Pueblo Nuevo,Durango,2025-02-11 14:27:00,Sin Info
POINT (-105.41224 26.40947),26.40947,-105.41224,Ocampo,Durango,2025-02-12 02:54:00,Sin Info
POINT (-105.07809 22.70479),22.70479,-105.07809,Huajicori,Nayarit,2025-02-12 02:55:00,Sin Info
POINT (-105.08086 22.69367),22.69367,-105.08086,Huajicori,Nayarit,2025-02-12 02:55:00,Sin Info
POINT (-105.07887 22.6916),22.6916,-105.07887,Huajicori,Nayarit,2025-02-12 14:08:00,Sin Info
POINT (-105.08316 22.69432),22.69432,-105.08316,Huajicori,Nayarit,2025-02-12 14:08:00,Sin Info
POINT (-105.07323 22.70259),22.70259,-105.07323,Huajicori,Nayarit,2025-02-12 14:08:00,Sin Info
POINT (-105.07752 22.70531),22.70531,-105.07752,Huajicori,Nayarit,2025-02-12 14:08:00,Sin Info
POINT (-105.82797 23.43503),23.43503,-105.82797,Concordia,Sinaloa,2025-02-12 14:08:00,Sin Info
POINT (-104.02063 23.9312),23.9312,-104.02063,Poanas,Durango,2025-02-12 14:08:00,Sin Info
POINT (-104.02045 23.92826),23.92826,-104.02045,Poanas,Durango,2025-02-12 14:08:00,Sin Info
POINT (-105.82852 23.43833),23.43833,-105.82852,Concordia,Sinaloa,2025-02-12 14:08:00,Sin Info
POINT (-104.99857 24.93478),24.93478,-104.99857,Nuevo Ideal,Durango,2025-02-12 14:08:00,Sin Info
POINT (-104.03242 24.79456),24.79456,-104.03242,Peñón Blanco,Durango,2025-02-12 14:08:00,Sin Info
POINT (-103.39865 25.4894),25.4894,-103.39865,Torreón,Coahuila de Zaragoza,2025-02-13 02:35:00,Sin Info
POINT (-103.4472 25.64351),25.64351,-103.4472,Gómez Palacio,Durango,2025-02-13 02:35:00,Sin Info
POINT (-105.83105 23.44065),23.44065,-105.83105,Concordia,Sinaloa,2025-02-13 02:36:00,Sin Info
POINT (-106.12334 24.16891),24.16891,-106.12334,San Ignacio,Sinaloa,2025-02-13 02:36:00,Sin Info
POINT (-106.12273 24.17229),24.17229,-106.12273,San Ignacio,Sinaloa,2025-02-13 02:36:00,Sin Info
POINT (-104.49838 24.01323),24.01323,-104.49838,Durango,Durango,2025-02-13 02:36:00,Sin Info
POINT (-105.08393 22.69298),22.69298,-105.08393,Huajicori,Nayarit,2025-02-13 02:36:00,Sin Info
POINT (-105.08334 22.69627),22.69627,-105.08334,Huajicori,Nayarit,2025-02-13 02:36:00,Sin Info
POINT (-105.08707 22.69684),22.69684,-105.08707,Huajicori,Nayarit,2025-02-13 02:36:00,Sin Info
POINT (-105.08649 22.70013),22.70013,-105.08649,Huajicori,Nayarit,2025-02-13 02:36:00,Sin Info
POINT (-105.82774 23.43674),23.43674,-105.82774,Concordia,Sinaloa,2025-02-13 02:36:00,Sin Info
POINT (-105.82711 23.44007),23.44007,-105.82711,Concordia,Sinaloa,2025-02-13 02:36:00,Sin Info
POINT (-104.45602 24.23045),24.23045,-104.45602,Durango,Durango,2025-02-13 13:49:00,Sin Info
POINT (-105.82823 23.43958),23.43958,-105.82823,Concordia,Sinaloa,2025-02-13 13:49:00,Sin Info
POINT (-105.08624 22.69136),22.69136,-105.08624,Huajicori,Nayarit,2025-02-13 13:49:00,Sin Info
POINT (-105.0807 22.69238),22.69238,-105.0807,Huajicori,Nayarit,2025-02-13 13:49:00,Sin Info
POINT (-106.04589 26.76275),26.76275,-106.04589,Ocampo,Durango,2025-02-13 13:50:00,Sin Info
POINT (-103.35388 25.5041),25.5041,-103.35388,Torreón,Coahuila de Zaragoza,2025-02-13 13:50:00,Sin Info
POINT (-103.39713 25.48948),25.48948,-103.39713,Torreón,Coahuila de Zaragoza,2025-02-14 02:16:00,Sin Info
